Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
93965,-11.39772672,7.763953046,-18.57230746,6.711855252,-10.1742156,-4.395918331,-15.89378824,2.083012582,-4.98883718,-15.34609885,7.093182073,-14.97975476,-0.148288045,-9.935679582,-1.16199939,-11.64683383,-18.38385246,-7.402730804,1.94169681,0.20887913,0.339007373,1.342922614,0.239217367,0.534644166,-0.174964906,-0.500240427,-1.722060267,-0.574339363,11.4,1
85285,-7.030308144,3.421990905,-9.525071773,5.270891009,-4.024630276,-2.865681618,-6.989194734,3.791550938,-4.622730336,-8.409664876,6.309044006,-8.576761433,0.246746717,-11.53404602,-0.364265139,-5.452494658,-11.88757002,-3.56358481,0.876018768,0.545698041,1.103397745,-0.541854752,0.036943222,-0.355519004,0.353634382,1.042457993,1.359515632,-0.272188101,0,1
21419,-17.46771001,10.11481572,-24.20214223,11.80546921,-10.19804581,-2.579938008,-17.656788,2.256902476,-6.242149309,-12.8306572,9.442665265,-13.5474859,0.960728558,-13.02871703,-0.426674499,-7.652661665,-11.48532779,-4.721369576,0.550519004,1.001518502,-2.328024416,0.940830319,1.296817061,-1.055103904,0.111792028,0.679694612,2.093540571,-1.425491454,1,1
90676,-2.40558049,3.738234965,-2.317843041,1.367442441,0.394001128,1.919937985,-3.106942048,-10.76440253,3.35352486,0.369936028,0.382172177,-2.262932535,1.210604583,-1.880618705,-0.934160416,0.235476804,3.321569311,1.90627083,-0.581355691,-2.140873823,10.00599801,-2.454964095,1.684956947,0.118263083,-1.531380112,-0.695307571,-0.152501562,-0.138866256,6.99,1
53031,0.206075454,1.387359821,-1.045286987,4.228686194,-1.647549174,-0.180896946,-2.943677575,0.859155533,-1.181743007,-3.096503599,3.200912355,-2.450832429,0.316619879,-6.397170315,-2.129728365,-2.427373075,-4.448472252,-1.21222045,0.034655456,0.3514844,0.469199426,0.344930464,-0.203799378,0.376640378,0.71548549,0.226002881,0.628544616,0.319917988,0.76,1
61108,-2.756007119,0.683821377,-1.390168883,1.501887261,-1.165614356,-0.131206949,-1.478740616,-0.246921578,-0.100522732,-2.301109897,1.914454045,-3.830998011,0.719488567,-6.353019858,1.438716192,-3.297239075,-4.862971499,-2.002353999,1.54523327,-0.10694464,0.320473876,0.611026686,0.174863684,-0.502151101,-0.174712784,1.179242083,-1.166315328,0.821214803,101.5,1
9064,-3.499107537,0.258555161,-4.489558073,4.853894351,-6.974521545,3.628382091,5.431270921,-1.946733711,-0.775680093,-1.987773188,4.690395666,-6.998042432,1.454011986,-3.738023334,0.317742063,-2.013542681,-5.136135103,-1.183822117,1.663394014,-3.042625757,-1.052368256,0.204816874,-2.11900744,0.170278608,-0.393844118,0.296367194,1.985913218,-0.900451638,1809.68,1
41285,-12.83575958,6.574615429,-12.78846248,8.786256839,-10.72312092,-2.813535856,-14.24884653,7.960520822,-7.718750649,-13.07406817,5.975130667,-12.37537465,1.472205119,-11.47069251,0.993143254,-10.97380462,-21.0476299,-7.990783284,3.331039029,-0.61729615,2.67949007,-0.047335106,-0.836982346,0.625349328,0.125864938,0.177623612,-0.817680256,-0.521029796,37.32,1
57027,-2.335654929,2.225379941,-3.379450386,2.178538229,-3.568263715,0.316813584,-1.734948003,1.449139434,-1.980033481,-5.71150474,1.837214902,-4.540341645,0.74784586,-6.28431407,-0.128887217,-3.563239406,-7.368320646,-2.692953158,-0.450550114,0.274027123,0.785540122,0.297411984,0.308536146,-0.598415746,-0.121850331,-0.49101831,0.701606041,0.206966343,444.17,1
138942,-2.356348172,1.746360464,-6.374623621,1.772205446,-3.439293796,1.457811065,-0.36257708,1.443790916,-1.927358861,-6.564659262,2.450752159,-5.694074283,-1.155469085,-7.132150639,-0.05962781,-4.596576583,-5.522088054,-3.529065598,-0.663370801,0.194809815,0.857941843,0.621203387,0.964816561,-0.619437276,-1.732612752,0.108361135,1.130828164,0.415702789,727.91,1
142409,-1.172182919,1.66171287,-3.049637019,2.555058434,3.669034614,-3.162998372,-5.985640116,-2.179935239,-1.120292277,-3.07555831,0.997448763,-3.191914768,-1.514856776,-4.267296067,-0.159553975,-2.916462628,-2.819906111,-1.417230801,0.325194943,0.548106363,-0.812097797,-0.295360726,-5.988806443,0.714380801,-1.600023592,-0.634782934,0.822713228,0.494375178,2,1
91524,1.954851738,1.630056303,-4.337199681,2.378367292,2.113347861,-1.583850667,0.653745453,-0.192892012,1.217608255,-2.829098205,3.504567793,-3.91819988,-1.01579193,-4.704508705,-0.968553076,1.854771917,6.024396767,3.531250335,-1.196284776,-0.230640095,-0.474437305,-0.974624666,-0.048154504,-0.023524268,0.362192024,-0.570709267,0.02561872,0.081880389,1,1
125200,-0.769171692,1.342212256,-2.171454137,-0.1515133,-0.648374467,-0.973504253,-1.706657654,0.313744517,-1.982301847,-3.158127006,1.341571722,-3.29947237,1.247647374,-6.393372843,-0.053204802,-3.258046341,-3.348896098,0.217330714,-0.917407955,-0.102294252,-0.036122295,-0.753591203,-0.047113397,0.358492768,-0.287406816,0.476505957,0.250530561,0.250987223,40,1
51112,-9.848775832,7.365546486,-12.89853823,4.273323073,-7.611991011,-3.427045237,-8.350808153,6.863603922,-2.387567325,-6.065782363,2.707856405,-6.136034466,-0.545976096,-7.028980273,0.916068575,-4.092884494,-7.014621707,-2.530967259,0.554027499,0.832398066,0.931958309,-0.874467361,-0.192639469,-0.035426027,0.53866505,-0.263933517,1.134095094,0.225973164,99.99,1
160243,-2.783865487,1.596823576,-2.084843989,2.512985584,-1.446748566,-0.828495614,-0.732262192,-0.20332886,-0.347045718,-2.16206139,1.966123457,-3.127455945,0.506574101,-5.926131041,0.931090796,-2.499307194,-3.712751867,-1.142133437,0.626240856,-0.51500092,0.20356342,0.293267882,0.199568288,0.146867632,0.163601885,-0.624084666,-1.333099759,0.428633994,156,1
100223,-19.64185673,14.70633467,-22.80123769,12.11467184,-14.89811253,0.840777704,-28.01129291,-11.91963882,-8.9609217,-18.91324333,4.971248707,-12.68630752,-1.071443113,-7.38337004,-2.992430299,-8.58230865,-13.80656813,-6.000358798,1.422631613,3.834649048,-8.228874098,3.31817777,2.585212346,0.195008569,-1.19480304,0.03842294,-4.126746252,-0.645329219,2.28,1
135095,0.232512476,0.93894368,-4.647779879,3.079843688,-1.902655319,-1.04140752,-1.020406645,0.547068603,-1.105990294,-3.520127674,2.074116455,-3.010771738,0.69497769,-5.387831227,1.778669798,-2.935804425,-2.285572708,-0.237055633,1.979747071,1.141615075,0.911372759,1.042928656,0.999393888,0.901260455,-0.452093168,0.192959214,0.180859449,-0.029315338,345,1
41116,-3.600543504,4.519046947,-6.340883535,6.214767278,-5.829557637,-2.478094956,-9.938411559,2.830086051,-5.659161611,-11.29815649,7.252953227,-14.27509185,0.188903284,-14.55595721,-0.338288547,-12.14654014,-25.16279937,-9.042845151,0.787578808,1.384742762,2.263770356,0.620749345,-0.094068667,0.536719087,0.398142307,0.008276587,2.053524253,0.835749003,3.79,1
116067,0.949240655,1.333519013,-4.855402014,1.835005883,-1.053245292,-2.56282607,-2.286985626,0.26090649,-0.895365546,-4.542612038,2.453710378,-4.925198695,-1.200411971,-6.424372113,1.014897491,-3.129421322,-5.147038783,-1.815436529,0.520496923,0.424608329,0.30659817,-0.854626652,0.101176996,-0.28149741,0.024443939,-0.107944112,0.62528855,0.315677391,65,1
50706,-8.461844701,6.866198415,-11.83826922,4.194210967,-6.923097097,-3.221146649,-7.553496511,6.015618187,-2.46614344,-6.246243185,2.94398522,-6.512389337,-0.698175947,-7.543645932,0.926455284,-4.330294806,-7.339697964,-2.550900854,0.645904896,0.814710156,0.918244481,-0.715366337,0.210747336,-0.060211474,0.509534595,-0.257283693,1.170026516,0.229300915,99.99,1
75851,-4.793667431,3.418910653,-5.074444533,4.035986943,-3.527874599,-1.923241502,-5.065980838,1.99688476,-3.097379164,-6.447202274,3.775578439,-7.498783455,0.231306922,-8.658268432,1.343307657,-6.17333086,-10.70801825,-3.504894192,1.884044257,0.342122343,1.168617819,0.289530904,-0.371888204,0.144761277,0.084734825,-0.197431471,0.328671522,0.835394921,99.85,1
17520,-5.268053221,9.067613427,-15.96072813,10.29660279,-4.708241091,-3.395374852,-11.161057,5.499962634,-5.667375546,-11.62719356,11.02705909,-16.38805417,0.363921487,-17.23020216,-0.437487559,-10.12239192,-13.63920899,-4.986457258,1.126784378,1.455878195,2.004109945,0.191058399,0.62292767,-1.209263557,-0.374798863,0.648798037,1.584697347,0.72005587,1,1
28692,-29.20032859,16.15570143,-30.01371249,6.47673118,-21.22580965,-4.902997397,-19.79124841,19.16832739,-3.617241786,-7.870121943,4.066255073,-5.661492423,1.292950145,-5.079845681,-0.12652274,-5.24447152,-11.27497259,-4.678436529,0.650807371,1.715861824,1.809370933,-2.175815203,-1.365104108,0.17428636,2.103868072,-0.209943999,1.278680971,0.372392714,99.99,1
143438,-5.256433834,0.364541283,-5.412085016,2.400031491,0.697301199,-1.998755028,-5.835532442,-0.887739383,-2.828286641,-4.614507733,2.710696679,-3.158155698,1.083609148,-3.415151948,-1.053870032,-3.751030733,-9.261640987,-2.955165222,0.606570797,-0.40368491,-0.648259077,0.511284975,-1.110044523,0.178986971,0.220235348,-0.69980855,0.580486717,-0.17362987,8.9,1
58199,0.340390791,2.015233463,-2.777329561,3.812024131,-0.461729072,-1.152021971,-2.001958668,0.548681057,-2.344041663,-3.076698585,3.55473755,-3.9696893,-0.932183689,-5.876067321,-0.06673945,-1.495280775,-4.424757174,-0.619323237,-0.231198386,0.326772803,0.299768816,-0.583282924,-0.18769605,-0.329255753,0.732328138,0.058079714,0.553143343,0.318832446,1.75,1
102542,-1.456876318,3.740305561,-7.404518446,7.440964036,-1.549877953,-1.661696862,-5.757213014,1.615011011,-2.194880726,-6.807135251,6.825793162,-10.39974912,1.83644884,-11.8728451,-3.642392598,-6.044103144,-9.750776387,-3.116372254,0.065317149,0.529557331,0.957897452,0.14533948,-0.044703901,-0.544961671,-0.757756536,-0.005352369,0.318152286,-0.323553623,2.28,1
129308,0.054682152,1.856499604,-4.075450735,4.10009797,-0.800931346,-0.292501825,-2.317431394,1.189746995,-0.786237924,-3.906745733,2.993488834,-3.61312503,-1.727297129,-7.36463882,-0.343295935,-2.577634726,-0.515302055,1.109107108,2.351151382,0.509558727,0.618247762,0.800932138,0.130016475,0.288945953,-0.366658023,0.030306656,0.431182443,0.110698252,80.9,1
149676,1.833191048,0.745332779,-1.133008713,3.893555977,0.858163817,0.910234501,-0.498200069,0.344703186,-0.667939096,0.398155065,0.613867739,-0.022561483,0.452018065,-2.969200956,-0.964967034,2.464449802,0.671240576,1.921021092,-1.616926588,-0.085578755,0.03928949,0.181651615,0.072980911,-0.155298849,-0.149891395,0.012792488,0.040853819,0.022903116,17.39,1
93897,-10.30081976,6.483094588,-15.07636272,6.554191153,-8.880251722,-4.47167242,-14.9006886,3.840170238,-4.358441422,-14.53316169,7.58874088,-15.83571881,0.135035383,-11.56700592,-0.077026912,-11.46742974,-19.17299636,-6.969856384,2.211755833,0.113244363,1.508748425,1.041642099,-0.682789603,0.573543946,-1.602388974,-0.393520821,-0.468892516,0.10592016,1,1
68207,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1,1
41273,-11.68221489,6.332882093,-13.29710925,7.690771915,-10.88989052,-2.792360038,-12.56178258,7.28712221,-7.570322409,-12.83573768,5.804707852,-12.15623949,1.184984663,-10.46867709,-0.416743197,-10.99979235,-22.60886819,-9.498745921,2.102735407,-1.009319938,2.133456284,-1.271508967,-0.035303887,0.615053695,0.349023768,-0.428922797,-0.694935387,-0.818970429,173.07,1
39729,-0.964567283,-1.643540668,-0.187726849,1.15825311,-2.458335646,0.85222166,2.785162546,-0.303608539,0.940005531,-1.965308809,0.159743522,-0.490697387,-1.181976993,-1.95887597,1.152743286,-1.341269358,2.49832485,0.777831089,1.406044874,1.784449335,0.447180122,0.536203895,1.634060501,0.203838849,0.218748855,-0.221885828,-0.308554718,-0.164500018,776.83,1
7535,0.026779226,4.132463897,-6.560599968,6.348556673,1.329665669,-2.513478848,-1.6891022,0.303252801,-3.139409057,-6.045467798,6.754625448,-8.948178579,0.702724998,-10.7338541,-1.379519857,-1.638960115,-1.746350136,0.776744098,-1.327356635,0.587743219,0.370508651,-0.576752473,-0.669605372,-0.75990753,1.60505555,0.540675396,0.737040382,0.496699108,1,1
96717,-3.705855946,4.107873186,-3.803655995,1.710314448,-3.582466046,1.46972894,-9.621560127,-11.91310469,-0.322296771,-6.625692494,2.175230306,-4.381077558,2.063298709,-0.673818453,1.400763217,-4.25492662,-5.160213016,-1.302525916,2.594452761,3.639602741,-5.49877168,2.941475403,0.916235853,-0.25550448,-0.183834839,-0.584538952,-0.31548357,-0.097222812,1,1
155662,-1.928613267,4.601505587,-7.124052978,5.716088037,1.026578545,-3.189073067,-2.261896902,1.185096356,-4.441941615,-6.64615383,3.827868091,-6.518648822,0.251136548,-12.45670595,-0.649166482,-1.283145,-2.718559725,-0.085466089,-2.097385471,0.328795983,0.602290585,-0.541287465,-0.354639279,-0.701492058,-0.030972982,0.034069878,0.573393032,0.294686316,0.77,1
27252,-25.94243445,14.60199804,-27.36865029,6.378394608,-19.1040334,-4.684806204,-18.26139293,17.05256631,-3.74260501,-8.23372137,4.664836254,-6.52566786,0.923758589,-6.325974612,-0.070223703,-5.838360219,-12.06169571,-4.773348514,0.852969608,1.66730429,1.784315984,-1.917759213,-1.235787439,0.161104732,1.820378041,-0.219359059,1.388785762,0.40680965,99.99,1
7543,0.329594333,3.712889295,-5.775935108,6.078265506,1.667359013,-2.420168414,-0.812891249,0.133080118,-2.214311312,-5.134454471,4.560720106,-8.873748362,-0.7974836,-9.17716637,-0.257024775,-0.87168849,1.313013629,0.773913873,-2.370599451,0.269772776,0.156617169,-0.652450441,-0.551572219,-0.716521635,1.415716615,0.55526474,0.530507389,0.404474055,1,1
64785,-8.744414644,-3.420467984,-4.850574732,6.606845786,-2.800546172,0.105511584,-3.269801299,0.940377923,-2.558690602,-3.624774714,5.267861604,-5.583696926,0.173895592,-6.679976755,2.084199143,-4.348891446,-8.760786023,-3.407548544,1.332930065,-1.818315425,0.102912554,0.311626102,-4.1291955,0.034638732,-1.133631231,0.272265246,1.841307269,-1.796362587,720.38,1
18399,-14.47443749,6.503184517,-17.71263237,11.27035233,-4.150142064,-3.372098209,-16.53580681,-1.443946993,-6.8152729,-13.67054513,10.54526295,-15.02269963,0.171633085,-15.06637436,-0.25957594,-8.668739272,-12.8041409,-5.116620495,0.579200358,1.10124987,-2.475962229,0.342390706,-3.564508038,-0.81814019,0.153407683,0.755079461,2.706566162,-0.992916047,1,1
110617,-1.101035464,-1.674928059,-0.573388196,5.617555666,0.765556413,0.440607081,1.934740475,-1.019787549,-0.193244231,1.78373906,0.606910822,-2.854275428,2.379473046,1.268146617,-0.283619089,-0.482192056,0.811005409,-0.357910685,0.752760922,-0.038314147,-0.412525822,-0.208823119,0.344832725,1.091434732,-0.686512743,0.07580892,0.033864738,-0.83285502,635.1,1
47545,1.176715759,0.557090903,-0.490799623,0.756424293,0.249191559,-0.781870547,0.228750322,-0.040840079,-0.432110564,-0.585778431,2.281939376,0.654566719,-0.310379432,-1.043705225,0.513750399,0.399177755,1.143130078,0.256013886,-0.511210088,-0.102771805,-0.062166,-0.12816813,-0.04017599,0.110040347,0.437891432,0.368808854,-0.018287348,0.031173403,0.76,1
143434,-2.729481972,3.312494563,-4.242710444,5.036985077,-0.376561161,-1.532461753,-3.449158503,1.856839319,-3.623333689,-5.653637686,3.942315826,-5.883724361,-1.347813737,-9.266120185,-2.459556325,-2.205644483,-5.709086805,-1.11393664,-1.556530212,0.164287793,0.727415064,-0.301431745,-0.502433327,-0.462308576,0.510682747,0.046664693,0.51464578,0.140998673,1,1
40892,-2.140511492,4.104871451,-8.996859402,4.028390951,-5.131359346,-4.153568445,-9.360095134,1.92207488,-4.026180375,-13.69131513,9.095288152,-14.16812088,-0.14045539,-17.62063435,1.482740411,-13.25683309,-21.6754835,-7.823468816,2.995111167,1.725577616,1.854266661,-0.165533726,-0.339938979,0.296313763,1.36422533,-0.518995631,2.352333465,1.130624835,0.76,1
165981,-5.766878735,-8.402153678,0.056543246,6.950982945,9.880564026,-5.773191769,-5.748879199,0.721742894,-1.076273579,2.688669933,-1.475145316,-0.050467984,0.113500475,0.984343616,0.363968739,-0.674356809,0.327463514,0.091469915,1.307940738,2.493223891,0.880395097,-0.130435548,2.241471414,0.665345537,-1.890041422,-0.120802764,0.073268559,0.583799418,0,1
29753,0.26961409,3.549755129,-5.810353445,5.809369574,1.538807934,-2.269219136,-0.824203333,0.351069915,-3.759059456,-4.592389806,5.47939151,-5.657857541,-2.64807609,-10.38488974,-0.225946408,-0.701882909,0.409735841,0.939603694,-1.954299955,0.310524633,0.371121111,-0.32228952,-0.549855883,-0.520628959,1.378210387,0.564714293,0.553254714,0.402400009,0.68,1
76876,-1.298359003,1.079671157,-0.180677931,1.287839084,1.858273479,-2.223695002,0.525166986,-0.096874311,-0.168893374,-2.544410419,0.706999574,-0.835695915,-1.022117317,-4.993991789,-0.455706843,1.315365139,3.639199548,1.623426095,-1.539338832,-0.187571994,-0.332983054,-0.851270428,-0.370799799,0.298241687,0.442929877,-0.522832451,0.000104857,0.135698346,1,1
59669,0.32600663,1.286637565,-2.007181287,2.419674796,-1.532901697,-1.432803315,-2.45952964,0.617737792,-1.12586103,-3.236784016,3.561794964,-3.914679352,-2.124956456,-4.45889503,0.578201875,-2.343304119,-5.071450108,-0.749172321,0.228422748,0.222666683,0.556894674,0.169775529,-0.174357059,0.308061323,0.710996128,-0.231029818,0.580495234,0.300984038,6.27,1
60353,-3.975216475,0.581573271,-1.880372107,4.31924128,-3.02432976,1.240792771,-1.909558926,0.660717557,-2.752610565,-3.550385399,4.838964187,-6.040235379,-0.374460484,-6.221945359,0.958758444,-5.073642635,-10.44100867,-3.755524601,0.606452965,-0.656511434,0.578984296,1.39731082,1.04532195,-0.303999869,0.005294959,0.235435244,0.962014797,-0.673557393,454.82,1
53451,0.385108461,1.217620323,-1.953872165,2.087075991,-1.144225406,-0.576887995,-2.582865044,0.643229999,-1.191232692,-3.095093607,2.821144888,-3.100545658,0.146199374,-4.510123915,0.574490023,-2.123462785,-6.053319388,-0.706376153,0.572791028,0.380545212,0.594623132,0.372143666,-0.310455791,-0.624065149,0.84021613,-0.159451767,0.599482365,0.28891555,8,1
65385,-2.923826664,1.524837164,-3.018758033,3.289291475,-5.755542374,2.218276303,-0.509995432,-3.569443569,-1.016591689,-4.320535776,1.277202265,-3.701749667,-0.971869594,-4.857776672,0.090605522,-2.80150199,-4.186807537,-1.648406094,1.176445598,-0.447039407,-0.511656805,-0.122724086,-4.288638999,0.563796658,-0.94945135,-0.204532177,1.510206487,-0.324706013,1354.25,1
8090,-1.783228837,3.402793713,-3.822742266,2.625368153,-1.976415411,-2.731689012,-3.430559149,1.413203514,-0.776941495,-6.199881763,4.366713486,-8.243262434,0.345761165,-6.590550297,0.265576096,-3.028452388,-4.214486275,-1.213607848,-0.265421595,0.364089115,0.454031932,-0.577525824,0.045966538,0.461700018,0.044146161,0.305704434,0.530980986,0.243745598,1,1
20011,-14.72462701,7.875156793,-21.87231736,11.90616991,-8.348733692,-2.26284642,-15.83344278,0.077873674,-6.356833491,-13.26165171,10.06378975,-14.3947668,0.654888723,-14.24831583,-0.305360761,-8.161632445,-12.28096486,-4.818586393,0.719787682,0.996468756,-2.362344928,1.099557296,1.037199423,-1.036359342,-0.254776514,0.642343201,2.161129224,-1.40128202,1,1
59777,-8.257110817,-4.81446074,-5.36530689,1.204229864,-3.347420097,-1.331601475,-1.967892799,1.295437817,-1.674415243,-3.426052253,0.14456269,-4.28352931,-0.240895042,-3.657490404,0.923104768,0.844221069,-3.948311852,-1.807515992,0.105878827,-1.233987257,0.436390207,-0.077552723,-3.091624356,-0.390200886,-0.288688941,-0.340004217,0.039819105,-1.00790031,319.2,1
52934,1.036638558,0.40722728,0.757706165,3.161821447,-0.568122226,0.202180695,-0.689804056,0.411379939,0.336769232,-0.283731284,0.903117453,-0.158825775,-1.930709019,-2.376653641,-1.810172485,0.935791272,1.591506148,1.259470714,-0.666806394,-0.219461074,-0.050107622,0.123760576,-0.132567902,0.350230554,0.507701401,0.189620905,0.061015666,0.06314128,0.76,1
115691,-1.550272715,1.088688502,-2.393387662,1.008732717,-1.087561887,-1.104602382,-2.670503277,0.147654676,-0.978625549,-3.514133305,3.586042424,-4.053357848,0.862426025,-5.765823022,-0.50751103,-4.921865144,-9.56726769,-2.772974111,1.717095268,0.327490457,0.802316031,1.037104789,0.09581542,-0.320190913,-0.080730631,0.091011687,0.024928493,-0.077819979,17.06,1
95628,-17.51890913,12.57211785,-19.03853832,11.19089466,-13.55472071,-0.411923613,-23.18939651,-5.301412218,-8.630390306,-16.25561175,5.70211148,-13.81240409,-0.306815323,-7.013607372,-1.182290354,-9.360179193,-16.66836938,-7.147467777,2.162098646,2.52851233,-4.969477722,0.976124822,1.841247934,0.334417748,-0.720128461,-0.232603423,-3.021992473,-0.478158235,1.63,1
75033,-0.430330206,0.985632694,0.645789437,0.317131047,0.616332206,-1.347462457,1.078233569,-0.161518268,-0.492855875,-1.039637697,-0.395607723,-0.66468393,-0.985700497,-0.660967627,0.344105203,0.530852434,0.278141865,0.355529917,-1.081223261,-0.115281935,-0.016378018,-0.207609058,-0.164119226,0.255280162,0.454797818,-0.505032216,-0.039455969,-0.006357582,30.14,1
57163,-10.36304947,4.543672013,-9.795897736,5.508003334,-6.037155994,-0.133492972,-11.72434612,-3.198345572,-4.767842224,-9.332128069,5.224124004,-7.743122345,-1.5603432,-7.140418033,1.185977826,-6.598704066,-12.120539,-3.904091533,2.513430401,0.92439618,-2.457144873,1.687256642,0.977178354,-0.543368977,-0.289124787,-0.107586425,0.330641898,0.16357715,1,1
13323,-5.454361779,8.287420555,-12.75281127,8.594341893,-3.106002281,-3.179948757,-9.252793938,4.24506221,-6.329800846,-13.13669837,11.22847028,-17.13130095,-0.169401057,-18.04999769,-1.366235661,-9.723565309,-14.74490246,-5.247301106,-0.574675144,1.305861915,1.846164793,-0.267171794,-0.31080397,-1.201685458,1.352176095,0.608424596,1.574714784,0.808725205,1,1
34687,-0.860826892,3.131789633,-5.052968134,5.420940709,-2.494141416,-1.811286628,-5.479117451,1.189471987,-3.908205793,-7.060746182,4.729974154,-8.629054408,1.178797963,-11.18206341,0.445243113,-6.532982278,-13.38925072,-4.480412567,0.432054207,1.08575952,1.19269354,0.090355811,-0.341880851,-0.215924151,1.053031946,0.271139003,1.373299577,0.691195096,19.02,1
12095,-4.727712656,3.044469102,-5.598354267,5.928190802,-2.190769729,-1.529322966,-4.48742196,0.916391814,-1.307010423,-4.138891214,5.149408783,-11.12401861,0.543067766,-7.840942205,0.743633945,-6.77706924,-9.931765154,-4.093021122,1.504924859,-0.207759445,0.650988236,0.254983289,0.628843469,-0.238128454,-0.671332332,-0.033590063,-1.331777322,0.70569759,30.39,1
